ID,Age,Height,Weight,Position,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,ShortPassing,LongPassing,BallControl,Vision,Reactions,Composure,Crossing,Dribbling,Stamina,Agility,Acceleration,CAMRating,CMRating,RMRating,LMRating,CDMRating,Prospect,Position_n
TRAIN_0240,19,177,62,CAM,5.6522,4.6053,4.7059,4.8485,4.7368,3.9344,5.9036,5.4762,5.9551,5.8333,3.125,5.4217,5.7955,6.087,6.0494,7.1053,6.2651,5.7333,5.4795,5.6757,5.6757,5.2857,0,0
TRAIN_0243,21,177,65,CAM,6.5217,5.5263,6.0294,5.6061,5.7895,6.0656,7.2289,7.2619,6.7416,6.5476,5.1562,6.1446,6.3636,6.5217,7.037,7.1053,6.988,6.6667,6.7123,6.6216,6.6216,6.8571,0,0
TRAIN_0245,21,180,60,RM,6.2319,4.7368,3.2353,5.303,0.7895,1.8033,4.9398,3.5714,6.4045,4.4048,1.4062,4.0964,5.3409,7.0652,4.1975,5.3947,6.988,5.2,4.2466,5.4054,5.4054,2.7143,0,4
TRAIN_0246,17,176,73,RM,7.1014,4.2105,3.6765,4.0909,3.6842,4.0984,5.1807,4.881,5.2809,4.881,2.9688,5.0602,4.6591,5.4348,4.4444,7.3684,7.9518,5.0667,4.6575,5.1351,5.1351,4.4286,1,4
TRAIN_0250,19,185,71,CM,3.4783,3.4211,4.7059,4.8485,4.8684,3.2787,6.506,6.6667,6.6292,5.4762,4.0625,5.6627,4.3182,6.1957,5.5556,4.6053,4.0964,5.6,5.8904,5.4054,5.4054,5.7143,0,2
TRAIN_0255,18,178,74,CAM,5.7971,3.8158,3.9706,4.2424,3.9474,2.9508,5.4217,5.3571,5.618,5.2381,3.4375,4.8193,4.4318,5.3261,3.7037,6.8421,6.3855,5.2,4.9315,5.0,5.0,4.5714,1,0
TRAIN_0256,21,171,64,CAM,4.9275,4.0789,5.0,5.6061,4.6053,2.459,6.6265,6.7857,6.6292,5.4762,3.5938,5.5422,4.5455,6.413,5.679,8.5526,7.1084,5.8667,5.8904,5.6757,5.6757,5.5714,1,0
TRAIN_0258,21,176,70,CAM,6.8116,6.0526,5.7353,5.9091,6.0526,5.2459,6.988,6.6667,6.7416,6.4286,5.3125,4.3373,6.0227,7.0652,7.037,7.1053,7.3494,6.8,6.8493,6.7568,6.7568,6.8571,0,0
TRAIN_0261,19,176,70,LM,5.6522,4.8684,3.9706,5.6061,3.5526,3.7705,5.6627,4.881,6.2921,4.4048,3.5938,4.8193,5.3409,6.8478,7.037,7.6316,6.747,5.6,5.3425,5.6757,5.6757,4.7143,1,3
TRAIN_0262,21,180,71,LM,5.6522,3.8158,4.5588,5.0,4.2105,3.7705,6.2651,6.0714,6.5169,5.5952,3.75,5.6627,5.0,6.1957,5.4321,5.9211,6.2651,5.7333,5.7534,5.8108,5.8108,5.4286,0,3
TRAIN_0263,19,181,70,CDM,5.6522,3.5526,5.2941,5.303,6.3158,5.2459,6.6265,6.7857,6.7416,5.8333,5.0,6.0241,5.7955,6.1957,6.2963,6.7105,6.506,5.8667,6.1644,5.9459,5.9459,6.7143,1,1
TRAIN_0266,19,171,67,CAM,5.0725,5.0,4.1176,4.3939,5.3947,4.4262,5.7831,5.4762,5.618,6.0714,3.9062,3.6145,3.8636,5.9783,4.9383,5.7895,5.6627,5.6,5.6164,5.4054,5.4054,5.5714,0,0
TRAIN_0270,17,175,60,CAM,5.3623,3.8158,3.3824,3.1818,3.4211,4.2623,5.4217,5.119,4.7191,4.881,2.6562,3.253,3.1818,5.1087,6.0494,4.7368,6.2651,4.8,4.6575,4.7297,4.7297,4.4286,0,0
TRAIN_0274,19,181,67,RM,7.5362,3.8158,4.4118,5.303,4.0789,3.9344,5.9036,5.4762,6.1798,5.7143,2.6562,4.5783,5.0,6.413,6.4198,8.5526,7.7108,5.8667,5.4795,5.9459,5.9459,5.1429,1,4
TRAIN_0277,21,182,74,LM,6.8116,5.3947,4.7059,5.7576,4.2105,4.0984,6.1446,5.3571,7.0787,5.119,4.8438,5.0602,6.1364,6.7391,5.0617,6.8421,7.4699,6.1333,5.7534,6.3514,6.3514,5.4286,0,3
TRAIN_0279,21,174,66,LM,8.1159,5.5263,4.4118,6.2121,2.6316,1.8033,5.7831,4.0476,6.9663,5.2381,4.0625,4.3373,6.5909,7.5,3.7037,6.9737,8.3133,6.2667,5.3425,6.4865,6.4865,4.0,1,3
TRAIN_0280,20,170,66,CAM,4.9275,5.9211,4.8529,5.1515,5.7895,3.9344,6.988,6.7857,6.5169,5.8333,5.1562,5.4217,3.75,6.1957,4.6914,6.8421,5.6627,6.4,6.4384,5.8108,5.8108,6.2857,0,0
TRAIN_0281,19,171,62,LM,7.5362,4.8684,4.2647,5.6061,0.9211,0.0,5.5422,4.4048,6.4045,4.5238,2.0312,4.8193,6.0227,6.8478,2.0988,8.0263,8.0723,5.6,4.3836,5.6757,5.6757,2.8571,1,3
TRAIN_0283,17,181,74,CDM,4.6377,2.2368,3.6765,3.7879,4.4737,3.9344,5.5422,5.3571,5.618,4.5238,2.0312,3.7349,4.4318,5.1087,5.679,5.6579,5.3012,4.5333,4.7945,4.5946,4.5946,5.0,1,1
TRAIN_0284,19,180,66,CAM,7.8261,6.8421,6.4706,7.2727,2.1053,4.7541,7.4699,6.9048,7.8652,7.381,5.3125,6.8675,6.5909,7.8261,7.6543,8.9474,8.0723,7.6,6.9863,7.5676,7.5676,5.1429,0,0
TRAIN_0285,19,179,68,RM,6.2319,4.6053,4.5588,5.1515,3.0263,3.2787,6.3855,4.5238,6.5169,5.2381,3.2812,5.1807,5.9091,6.413,5.8025,5.9211,6.988,5.7333,5.2055,5.9459,5.9459,4.4286,1,4
TRAIN_0290,20,178,70,RM,6.9565,5.7895,5.5882,6.3636,2.8947,4.5902,6.2651,5.4762,6.8539,6.7857,5.1562,4.2169,6.5909,7.5,6.9136,8.8158,7.2289,6.8,6.1644,6.8919,6.8919,4.8571,0,4
TRAIN_0292,21,186,74,CAM,7.1014,8.2895,8.2353,7.8788,2.5,5.5738,8.3133,8.3333,8.764,8.3333,7.1875,8.0723,8.5227,8.4783,7.4074,7.7632,7.7108,8.5333,7.9452,8.3784,8.3784,5.7143,0,0
TRAIN_0294,20,170,69,LM,7.6812,5.2632,5.1471,5.6061,1.4474,2.1311,6.1446,5.9524,6.4045,5.9524,3.9062,4.9398,6.4773,6.8478,4.4444,7.5,7.5904,6.2667,5.4795,6.3514,6.3514,3.7143,0,3
TRAIN_0295,18,189,78,CAM,6.9565,5.6579,5.0,5.4545,4.0789,5.7377,6.2651,6.0714,6.2921,6.1905,4.5312,6.3855,5.0,6.6304,6.0494,6.5789,7.2289,6.2667,6.0274,6.2162,6.2162,5.4286,1,0
TRAIN_0296,20,168,69,RM,7.3913,5.0,5.2941,5.7576,2.1053,3.2787,6.506,6.0714,6.4045,6.6667,5.3125,5.3012,5.5682,7.1739,7.1605,5.5263,7.9518,6.5333,6.0274,6.6216,6.6216,4.5714,1,4
TRAIN_0298,19,173,64,CAM,4.4928,3.5526,3.8235,3.9394,2.8947,1.9672,5.7831,5.9524,5.3933,4.7619,2.8125,4.4578,3.6364,5.0,3.4568,6.7105,5.1807,4.8,4.6575,4.5946,4.5946,4.0,1,0
TRAIN_0299,19,178,74,CAM,6.2319,6.0526,3.9706,5.9091,0.3947,2.1311,5.6627,5.2381,7.0787,4.881,3.4375,4.5783,4.5455,6.9565,3.8272,6.5789,7.1084,6.1333,5.0685,5.9459,5.9459,3.1429,0,0
TRAIN_0300,21,187,77,CAM,5.6522,6.4474,6.7647,6.3636,5.6579,6.0656,7.8313,7.2619,7.8652,7.9762,5.4688,7.2289,6.8182,7.0652,8.1481,6.0526,6.1446,7.4667,7.5342,7.4324,7.4324,7.1429,0,0
TRAIN_0302,19,171,69,CAM,5.2174,4.6053,5.0,5.1515,4.4737,2.623,6.3855,6.1905,6.4045,6.4286,3.5938,5.6627,5.1136,6.5217,5.0617,6.8421,5.9036,6.1333,6.0274,5.9459,5.9459,5.4286,0,0
TRAIN_0304,20,182,65,CAM,5.6522,5.2632,5.1471,5.303,5.6579,4.4262,6.988,6.6667,6.4045,6.4286,5.0,6.0241,4.7727,6.3043,5.8025,7.1053,6.2651,6.2667,6.3014,6.0811,6.0811,6.2857,1,0
TRAIN_0306,21,187,75,CAM,6.9565,7.2368,7.5,7.5758,7.1053,6.7213,8.4337,8.3333,8.5393,8.0952,6.4062,6.988,7.3864,8.2609,7.284,7.2368,7.5904,8.1333,8.2192,8.1081,8.1081,8.1429,0,0
TRAIN_0307,19,169,62,RM,5.7971,4.4737,3.8235,4.8485,1.3158,1.4754,5.6627,4.2857,5.9551,4.6429,3.5938,4.0964,5.2273,6.1957,4.9383,5.9211,6.6265,5.4667,4.6575,5.5405,5.5405,3.1429,1,4
TRAIN_0308,20,172,67,CAM,5.7971,4.4737,4.4118,4.5455,4.2105,4.4262,5.9036,5.7143,5.8427,5.4762,3.5938,5.1807,4.5455,5.7609,6.7901,6.0526,6.3855,5.6,5.4795,5.5405,5.5405,5.1429,0,0
TRAIN_0312,20,175,71,RM,7.6812,5.2632,4.7059,6.8182,2.3684,3.1148,5.9036,4.4048,7.6404,6.4286,4.0625,5.6627,6.25,7.7174,5.8025,8.4211,8.5542,6.6667,5.7534,6.7568,6.7568,4.1429,0,4
TRAIN_0317,18,178,68,CAM,5.7971,4.3421,3.8235,4.697,1.4474,2.459,5.1807,4.0476,6.0674,5.3571,2.8125,4.2169,5.3409,6.1957,4.9383,5.7895,6.988,5.3333,4.5205,5.2703,5.2703,3.1429,1,0
TRAIN_0320,19,183,70,CDM,5.0725,4.4737,5.1471,5.1515,5.7895,5.5738,7.1084,6.4286,6.7416,5.4762,4.375,6.0241,5.1136,6.3043,5.4321,5.1316,6.1446,6.0,6.1644,5.8108,5.8108,6.4286,1,1
TRAIN_0323,19,178,73,RM,7.5362,5.3947,5.1471,5.6061,3.4211,3.7705,6.1446,5.119,6.4045,4.881,3.9062,4.0964,7.3864,7.0652,6.5432,7.6316,8.1928,6.1333,5.6164,6.4865,6.4865,4.8571,0,4
TRAIN_0324,18,180,70,CAM,5.2174,4.0789,3.6765,5.1515,2.1053,3.1148,4.9398,4.7619,6.4045,5.119,3.9062,5.3012,4.2045,6.5217,4.5679,5.6579,6.1446,5.3333,4.6575,5.2703,5.2703,3.7143,1,0
TRAIN_0326,19,186,75,CAM,6.5217,5.6579,4.8529,5.6061,1.4474,3.1148,6.0241,5.8333,6.8539,5.9524,4.0625,4.4578,5.9091,6.7391,4.4444,7.6316,6.988,6.4,5.6164,6.2162,6.2162,3.8571,0,0
TRAIN_0327,18,169,67,CAM,7.1014,6.5789,6.9118,7.5758,4.0789,4.7541,8.0723,7.7381,8.0899,9.0476,5.625,5.6627,6.0227,8.4783,6.2963,8.1579,7.9518,8.1333,7.6712,7.8378,7.8378,6.2857,1,0
TRAIN_0330,16,175,65,CAM,6.3768,3.2895,3.6765,4.697,2.7632,1.4754,5.7831,5.119,5.8427,4.5238,3.2812,4.2169,3.8636,6.087,3.2099,6.7105,6.747,5.0667,4.6575,5.0,5.0,3.8571,1,0
TRAIN_0333,18,178,72,CAM,6.2319,3.4211,3.5294,3.4848,2.6316,2.9508,5.6627,4.7619,5.0562,5.0,1.5625,4.4578,3.5227,5.1087,3.7037,4.7368,6.747,4.6667,4.2466,4.5946,4.5946,3.7143,1,0
TRAIN_0334,17,176,69,CAM,5.0725,4.0789,4.2647,4.3939,4.7368,2.9508,6.1446,5.5952,5.8427,4.7619,2.0312,4.8193,4.7727,5.6522,4.9383,6.7105,5.7831,5.2,5.0685,5.1351,5.1351,5.1429,1,0
TRAIN_0336,20,175,65,CAM,5.3623,4.4737,5.7353,5.6061,5.1316,2.9508,7.1084,6.7857,6.7416,5.7143,4.5312,6.3855,6.3636,6.5217,3.4568,7.3684,6.3855,6.1333,6.0274,5.9459,5.9459,5.8571,0,0
TRAIN_0339,20,182,77,CDM,5.5072,5.0,5.7353,5.9091,6.8421,7.2131,7.5904,7.1429,7.0787,6.7857,6.0938,5.9036,5.3409,6.8478,8.1481,6.3158,6.747,6.8,7.2603,6.7568,6.7568,7.5714,0,1
TRAIN_0343,18,184,75,LM,5.2174,2.8947,4.4118,4.5455,3.9474,3.9344,6.0241,5.7143,6.4045,5.4762,3.9062,3.253,5.3409,5.6522,5.3086,6.3158,5.9036,5.3333,5.3425,5.4054,5.4054,5.1429,1,3
TRAIN_0346,17,170,70,CAM,6.5217,3.5526,3.8235,4.8485,2.7632,2.2951,5.3012,5.0,5.9551,5.7143,3.4375,5.6627,4.5455,5.8696,4.6914,8.1579,7.3494,5.4667,4.9315,5.4054,5.4054,4.0,0,0
TRAIN_0348,19,173,69,CDM,4.058,2.6316,2.7941,3.0303,4.2105,2.9508,4.5783,4.4048,4.4944,3.5714,2.9688,2.7711,4.2045,4.6739,4.9383,5.2632,4.9398,3.8667,3.9726,4.0541,4.0541,4.4286,0,1
TRAIN_0354,19,184,78,CM,5.0725,3.0263,3.9706,3.9394,4.0789,4.5902,6.0241,5.8333,5.8427,5.4762,2.9688,3.3735,3.6364,5.4348,5.3086,5.3947,6.1446,5.2,5.3425,5.0,5.0,5.1429,1,2
TRAIN_0355,20,175,68,RM,6.2319,5.0,4.8529,5.1515,4.4737,4.0984,6.0241,6.0714,6.2921,5.5952,3.9062,4.2169,6.25,6.7391,4.9383,6.1842,6.8675,6.0,5.7534,6.0811,6.0811,5.2857,0,4
TRAIN_0357,21,183,75,CAM,6.8116,5.7895,4.7059,5.7576,1.9737,4.7541,6.3855,5.119,6.7416,5.3571,4.6875,5.0602,5.5682,7.0652,5.679,7.6316,7.4699,6.4,5.6164,6.3514,6.3514,4.2857,0,0
TRAIN_0362,21,168,70,LM,6.8116,4.0789,4.2647,5.6061,3.0263,3.2787,5.9036,5.5952,6.5169,5.3571,4.5312,5.1807,5.0,6.3043,5.1852,8.4211,7.8313,5.8667,5.3425,5.9459,5.9459,4.5714,0,3
TRAIN_0364,18,180,67,LM,6.9565,5.7895,5.5882,6.2121,2.8947,3.7705,6.8675,5.9524,7.3034,6.0714,5.4688,5.5422,6.8182,7.5,5.0617,6.0526,7.3494,6.6667,6.1644,6.7568,6.7568,4.8571,0,3
TRAIN_0366,18,183,65,CAM,5.5072,3.6842,4.4118,4.3939,2.8947,1.6393,6.1446,6.3095,5.8427,5.5952,2.9688,5.7831,4.3182,5.4348,3.9506,6.8421,6.3855,5.2,4.9315,5.1351,5.1351,4.2857,1,0
TRAIN_0367,21,189,83,CM,5.2174,5.0,4.4118,4.5455,5.3947,6.7213,6.506,6.1905,6.4045,6.3095,3.9062,5.9036,3.2955,5.8696,5.9259,4.6053,5.9036,5.8667,6.0274,5.5405,5.5405,6.1429,0,2
TRAIN_0369,19,178,68,CM,4.7826,4.7368,4.5588,5.303,4.7368,3.7705,6.6265,5.8333,6.8539,5.7143,4.5312,4.5783,3.8636,6.413,7.037,5.9211,6.1446,6.0,6.1644,5.8108,5.8108,5.8571,0,2
TRAIN_0372,18,173,69,CAM,5.7971,5.1316,5.0,5.0,5.9211,4.4262,6.6265,5.7143,6.1798,5.8333,4.8438,5.1807,5.5682,6.1957,5.0617,6.1842,6.3855,6.1333,6.0274,5.9459,5.9459,6.1429,1,0
TRAIN_0373,20,178,70,CM,5.942,5.6579,6.3235,6.6667,6.4474,6.2295,7.3494,7.0238,7.5281,7.0238,6.0938,6.747,6.7045,7.5,8.642,6.9737,6.747,7.2,7.3973,7.2973,7.2973,7.4286,0,2
TRAIN_0374,21,191,84,CM,4.9275,4.6053,4.2647,4.3939,5.1316,6.2295,5.7831,5.7143,5.9551,5.3571,4.0625,5.0602,4.7727,5.8696,6.6667,4.8684,5.6627,5.4667,5.6164,5.5405,5.5405,5.7143,0,2
TRAIN_0376,20,173,70,RM,6.8116,5.3947,4.1176,5.6061,3.2895,3.6066,5.3012,5.0,6.5169,5.5952,4.375,4.5783,5.2273,6.8478,7.037,7.3684,7.5904,5.8667,5.4795,6.0811,6.0811,4.7143,0,4
TRAIN_0377,18,188,74,CAM,4.7826,2.8947,3.8235,3.3333,3.1579,4.5902,6.1446,5.2381,5.7303,4.881,3.9062,4.0964,3.8636,4.5652,5.4321,4.8684,5.5422,4.9333,4.9315,4.8649,4.8649,4.7143,1,0
TRAIN_0378,18,175,69,LM,6.6667,5.6579,4.8529,5.0,2.7632,3.6066,6.1446,5.9524,6.1798,5.3571,4.375,4.0964,6.4773,6.413,4.9383,6.7105,7.3494,6.1333,5.4795,6.2162,6.2162,4.2857,1,3
TRAIN_0385,21,175,70,RM,7.971,5.5263,4.1176,4.8485,1.8421,3.6066,5.3012,4.0476,5.7303,5.4762,3.5938,4.9398,5.3409,5.9783,6.0494,8.1579,8.1928,5.7333,4.7945,5.8108,5.8108,3.5714,0,4
TRAIN_0386,21,170,57,CAM,6.2319,4.6053,3.3824,3.9394,1.5789,1.8033,5.1807,4.6429,5.3933,5.119,1.5625,3.253,3.8636,5.3261,3.3333,7.3684,7.2289,5.0667,4.3836,4.8649,4.8649,3.2857,0,0
TRAIN_0387,19,168,71,RM,5.5072,4.3421,3.9706,4.2424,4.2105,4.2623,5.4217,5.119,5.2809,5.119,3.5938,4.5783,4.7727,5.6522,5.4321,6.0526,5.7831,5.0667,4.9315,5.1351,5.1351,4.8571,0,4
TRAIN_0391,18,175,69,CAM,5.0725,5.1316,4.1176,4.5455,5.0,4.918,5.5422,5.4762,5.618,6.0714,3.5938,4.4578,4.2045,5.9783,6.4198,6.3158,5.6627,5.6,5.6164,5.4054,5.4054,5.5714,0,0
TRAIN_0392,21,189,75,CDM,4.3478,3.4211,4.7059,5.6061,5.7895,5.5738,7.2289,5.9524,7.5281,4.5238,5.1562,4.3373,5.2273,6.8478,6.9136,5.1316,4.9398,5.7333,6.0274,5.8108,5.8108,6.5714,0,1
TRAIN_0394,19,176,75,CAM,8.1159,6.8421,6.3235,7.7273,1.7105,3.2787,7.5904,7.1429,8.3146,6.7857,6.25,6.8675,6.9318,8.4783,5.0617,8.5526,8.1928,7.8667,6.9863,7.8378,7.8378,4.8571,0,0
TRAIN_0395,18,175,70,CAM,6.3768,6.1842,5.5882,6.3636,0.7895,2.7869,6.988,5.119,7.191,6.0714,4.5312,5.4217,6.8182,7.5,4.321,7.6316,7.2289,6.8,5.7534,6.7568,6.7568,3.7143,1,0
TRAIN_0396,21,175,68,RM,7.3913,4.3421,3.8235,4.0909,3.5526,2.459,4.9398,4.881,5.2809,4.7619,2.3438,4.2169,5.1136,5.4348,4.9383,7.5,8.0723,5.0667,4.5205,5.2703,5.2703,4.1429,0,4
TRAIN_0397,21,175,70,CDM,6.087,5.3947,5.7353,5.9091,6.9737,6.2295,7.4699,7.2619,7.3034,6.5476,5.0,6.3855,5.0,6.6304,8.1481,7.1053,6.988,6.8,7.1233,6.6216,6.6216,7.4286,0,1
TRAIN_0398,19,169,70,CAM,5.0725,3.4211,4.2647,5.1515,4.2105,3.9344,6.506,6.0714,6.5169,5.3571,3.9062,4.3373,3.8636,5.9783,6.1728,7.6316,6.0241,5.7333,5.7534,5.5405,5.5405,5.4286,1,0
TRAIN_0406,20,173,63,RM,7.971,4.8684,4.2647,6.0606,1.1842,2.9508,5.7831,4.4048,6.7416,5.4762,4.0625,4.6988,5.4545,6.8478,5.8025,9.2105,8.1928,6.1333,5.2055,6.2162,6.2162,3.5714,0,4
TRAIN_0413,17,165,64,LM,6.8116,5.0,5.7353,6.6667,2.2368,2.9508,6.6265,6.5476,7.3034,6.4286,5.625,5.6627,6.8182,7.3913,6.5432,8.9474,7.8313,6.8,6.1644,6.8919,6.8919,4.7143,1,3
TRAIN_0414,17,180,72,CAM,5.5072,3.8158,4.1176,4.5455,3.5526,3.7705,5.9036,5.7143,5.9551,6.0714,3.9062,4.9398,3.8636,5.8696,5.3086,6.0526,6.506,5.4667,5.3425,5.2703,5.2703,4.8571,1,0
TRAIN_0415,21,180,72,CAM,5.6522,4.6053,4.7059,5.4545,4.2105,4.4262,6.8675,6.0714,6.6292,5.9524,4.375,5.4217,3.9773,6.6304,5.0617,7.2368,6.0241,6.1333,5.8904,5.9459,5.9459,5.4286,0,0
TRAIN_0419,21,184,76,CM,5.5072,5.1316,5.8824,6.3636,5.7895,6.5574,7.7108,7.2619,7.7528,5.7143,5.0,6.6265,5.7955,7.5,7.4074,5.5263,6.0241,6.6667,6.9863,6.7568,6.7568,7.0,0,2
TRAIN_0420,16,188,77,RM,5.3623,4.8684,3.8235,4.5455,1.5789,3.6066,4.9398,4.1667,6.4045,5.5952,2.1875,3.253,5.3409,6.413,3.7037,3.9474,5.9036,5.3333,4.6575,5.4054,5.4054,3.2857,1,4
TRAIN_0421,20,181,74,LM,6.5217,6.4474,5.2941,6.2121,2.8947,5.2459,6.6265,5.119,7.191,5.9524,6.25,5.4217,6.8182,7.3913,7.4074,7.1053,6.988,6.8,6.1644,7.027,7.027,5.0,0,3
TRAIN_0422,21,181,74,RM,7.2464,6.0526,5.4412,6.6667,1.3158,3.9344,6.506,5.5952,7.4157,6.0714,5.0,5.9036,6.8182,7.6087,4.9383,8.0263,7.8313,6.8,5.8904,6.8919,6.8919,4.0,0,4
TRAIN_0423,21,180,71,CAM,8.1159,6.8421,6.7647,8.0303,4.3421,5.2459,7.5904,7.2619,8.427,7.8571,5.9375,7.3494,6.4773,8.587,7.037,9.6053,9.1566,8.1333,7.5342,7.973,7.973,6.2857,0,0
TRAIN_0425,19,179,64,RM,5.5072,3.5526,3.6765,4.697,4.3421,4.918,6.1446,5.4762,5.5056,4.1667,4.0625,3.253,3.8636,6.3043,6.2963,6.3158,6.506,5.2,5.2055,5.2703,5.2703,5.2857,1,4
TRAIN_0433,18,181,72,CAM,6.8116,4.4737,4.2647,6.2121,1.9737,3.6066,6.506,5.2381,7.0787,5.0,4.375,4.4578,4.0909,7.3913,4.6914,7.8947,7.2289,6.2667,5.4795,6.0811,6.0811,4.1429,1,0
TRAIN_0434,21,170,67,RM,7.6812,6.7105,5.7353,6.6667,2.7632,4.5902,6.506,5.3571,7.3034,6.6667,5.7812,6.1446,7.0455,7.5,7.7778,8.6842,8.4337,7.2,6.4384,7.2973,7.2973,4.8571,0,4
TRAIN_0436,20,180,71,RM,8.5507,5.6579,5.1471,6.8182,1.3158,6.5574,6.506,5.2381,7.4157,6.3095,4.6875,5.9036,6.0227,7.8261,7.4074,8.5526,8.6747,6.9333,6.0274,7.027,7.027,4.2857,0,4
TRAIN_0438,20,184,75,CAM,2.7536,3.0263,4.4118,4.8485,5.0,3.4426,6.6265,5.8333,6.1798,5.2381,5.0,2.8916,4.3182,6.413,2.0988,5.0,4.3373,5.4667,5.4795,5.1351,5.1351,5.5714,1,0
TRAIN_0439,19,180,72,CAM,6.2319,5.2632,4.7059,5.6061,3.4211,3.6066,5.7831,5.3571,6.7416,5.4762,3.5938,5.1807,5.7955,6.8478,5.0617,6.9737,7.3494,6.0,5.4795,5.9459,5.9459,4.5714,1,0
TRAIN_0446,19,170,75,CM,5.6522,2.8947,4.5588,3.7879,4.4737,3.9344,6.506,6.3095,5.5056,5.9524,4.5312,4.4578,4.2045,5.1087,5.5556,6.0526,6.506,5.3333,5.6164,5.2703,5.2703,5.4286,0,2
TRAIN_0447,19,176,71,LM,9.2754,3.2895,2.5,4.8485,1.4474,1.6393,3.9759,3.6905,5.9551,4.1667,0.7812,3.253,4.0909,6.5217,3.8272,8.0263,9.2771,4.9333,3.8356,5.1351,5.1351,2.7143,1,3
TRAIN_0448,21,180,75,CM,6.3768,4.2105,4.5588,4.697,4.6053,6.2295,6.506,5.5952,6.2921,5.5952,2.9688,5.4217,4.4318,5.6522,6.2963,7.1053,7.1084,5.4667,5.6164,5.4054,5.4054,5.7143,0,2
TRAIN_0449,20,178,73,CAM,5.0725,5.9211,6.0294,5.4545,5.5263,3.7705,7.4699,7.2619,6.8539,7.1429,4.6875,4.6988,4.8864,6.7391,5.679,5.6579,5.9036,6.8,6.8493,6.3514,6.3514,6.4286,0,0
TRAIN_0459,18,180,67,CAM,5.5072,4.0789,5.0,5.7576,4.6053,3.4426,6.8675,6.6667,6.9663,6.1905,4.2188,6.2651,4.2045,6.7391,4.1975,6.9737,6.1446,6.2667,6.1644,5.9459,5.9459,5.7143,0,0
TRAIN_0461,21,182,73,CAM,4.7826,3.9474,5.1471,5.6061,3.4211,3.2787,6.988,6.4286,6.5169,6.6667,4.375,5.7831,4.3182,6.5217,5.4321,7.8947,6.2651,6.2667,6.0274,5.9459,5.9459,5.2857,0,0
TRAIN_0463,18,172,67,CAM,5.5072,3.0263,4.1176,4.3939,3.5526,2.9508,6.0241,5.7143,6.0674,5.3571,3.2812,5.3012,4.2045,5.3261,6.0494,5.7895,6.3855,5.2,5.2055,5.1351,5.1351,5.0,1,0
TRAIN_0466,20,182,70,CAM,8.9855,7.2368,6.3235,8.1818,2.7632,5.2459,7.3494,6.5476,8.5393,7.0238,6.875,6.988,6.7045,8.913,6.1728,8.6842,9.3976,8.1333,7.1233,7.973,7.973,5.4286,0,0
TRAIN_0471,21,178,72,CDM,5.6522,4.2105,4.5588,5.0,5.9211,6.0656,6.2651,5.8333,6.2921,5.3571,5.0,5.4217,4.7727,6.087,7.284,6.7105,6.506,5.7333,5.8904,5.6757,5.6757,6.4286,0,1
TRAIN_0474,18,183,70,RM,5.6522,4.2105,4.4118,4.5455,4.0789,3.2787,6.0241,5.3571,5.9551,5.3571,3.125,5.6627,5.5682,5.6522,5.9259,6.5789,6.6265,5.4667,5.3425,5.5405,5.5405,4.8571,1,4
TRAIN_0479,20,187,78,CAM,6.3768,5.2632,3.9706,5.0,1.9737,4.0984,5.3012,3.9286,6.0674,5.4762,2.6562,5.5422,5.2273,6.413,5.0617,6.7105,6.8675,5.6,4.7945,5.5405,5.5405,3.7143,0,0
TRAIN_0480,21,182,78,CM,5.5072,3.4211,4.5588,5.0,5.2632,6.2295,6.8675,6.4286,6.6292,5.7143,4.0625,4.8193,3.2955,6.3043,7.037,4.7368,6.1446,5.7333,6.1644,5.5405,5.5405,6.1429,0,2
TRAIN_0481,21,173,67,LM,6.9565,3.5526,3.3824,4.0909,3.9474,3.7705,4.6988,3.9286,5.3933,4.5238,3.5938,3.3735,5.2273,5.5435,6.4198,6.3158,7.5904,4.8,4.5205,5.1351,5.1351,4.4286,0,3
TRAIN_0483,20,188,86,CDM,5.5072,6.1842,7.2059,6.6667,7.6316,7.8689,8.6747,7.9762,7.8652,8.0952,7.0312,7.3494,6.3636,7.7174,7.1605,6.0526,6.0241,7.7333,8.0822,7.5676,7.5676,8.4286,0,1
TRAIN_0484,19,173,66,CAM,6.2319,4.8684,4.1176,5.303,1.1842,3.2787,6.0241,5.4762,6.1798,4.7619,3.9062,4.6988,4.7727,6.7391,5.679,6.8421,6.988,5.8667,5.2055,5.8108,5.8108,3.5714,0,0
TRAIN_0485,21,184,78,CDM,6.087,3.9474,5.1471,5.4545,6.1842,6.2295,6.988,6.3095,6.9663,6.4286,4.0625,6.3855,5.0,6.5217,6.5432,6.1842,6.506,5.8667,6.1644,5.8108,5.8108,6.5714,0,1
TRAIN_0491,20,181,70,CAM,7.2464,5.1316,3.5294,5.1515,0.3947,2.7869,4.9398,4.6429,6.4045,5.7143,3.125,5.3012,3.6364,6.3043,4.9383,6.5789,7.8313,5.8667,4.7945,5.6757,5.6757,2.8571,0,0
TRAIN_0497,21,178,72,CDM,4.3478,3.9474,5.1471,4.697,5.9211,3.9344,6.6265,6.5476,6.2921,5.9524,4.2188,5.1807,5.4545,5.9783,4.1975,4.8684,4.9398,5.6,5.8904,5.4054,5.4054,6.1429,0,1
